9882 27338
2461 7571 -590
9033 7595 192
274 716 -323
685 4910 -980
7542 4439 662
2711 4928 -118
6488 4159 398
7204 3050 -813
6266 5907 112
9175 1060 734
6786 3985 -358
2473 3736 938
2594 2081 317
1751 6479 -918
528 8236 176
7155 4985 -883
7692 7324 -622
6871 6490 -851
1040 6377 -528
549 1983 201
1804 1298 -948
9228 3328 -268
376 2266 -252
4204 3445 -433
7882 105 403
9336 3384 -617
7380 1822 398
6033 143 143
5940 7950 -783
9619 2505 -27
4035 3158 824
7489 923 -125
8811 6424 -687
3796 2677 80
7321 1654 -153
7801 6742 118
908 6441 -397
6523 5103 315
3784 4112 963
7894 3055 -585
1506 9776 791
4782 7015 -135
1378 7640 -713
9775 608 413
5748 8395 688
8878 2485 -34
7504 6238 456
5391 7332 -96
9441 5917 -951
7469 9669 621
1509 4622 -525
6196 541 -433
5100 4767 774
8120 7240 834
7372 241 -464
5695 7303 862
5199 9432 759
825 6143 718
7296 5747 -699
1693 5689 -605
4836 2350 468
2661 2359 414
3850 927 363
2509 4339 246
6649 9129 -926
3257 2858 689
5348 4072 558
7028 7483 -105
1531 2882 946
2439 1151 -11
3703 5652 998
5212 5318 -955
9232 5789 -884
1320 2139 231
2485 2721 50
6239 4422 199
475 6946 622
8505 6691 -723
5213 3332 362
4342 3461 625
1157 2030 253
8893 2319 -546
4874 8122 -796
8561 8233 503
1212 8704 693
7103 6681 359
5115 9109 -512
7807 9770 -343
1825 2660 32
9558 9207 -949
9661 6933 516
6450 4750 -266
1826 3905 -976
6258 5770 681
1143 8307 230
7787 1700 -932
2976 1197 -237
1372 4077 248
5368 2736 252
4363 3199 -175
9606 6812 398
1446 6491 -912
6923 9500 53
5843 6866 13
6749 3967 710
185 3828 269
2738 1719 -410
4150 9085 682
8668 8003 708
4526 3969 -422
1353 6459 -639
6324 1223 -183
3743 1919 -996
6156 972 487
2440 9585 -441
1242 8670 -439
6351 5436 -997
6915 4047 25
6482 3711 855
4853 5506 577
6755 8156 486
8591 9295 911
9692 3099 148
6349 4706 677
3951 182 -779
9236 5573 629
3014 7754 48
9472 2628 -195
8379 6764 -704
2618 8307 17
5143 40 770
8933 7746 -42
5257 8521 565
7564 1614 -17
4871 3272 732
8737 1066 182
6198 7024 -627
3900 5865 894
7272 2148 168
412 6121 -726
4915 6849 -249
4072 6760 273
3338 4975 -837
4174 5967 861
427 1107 -709
2111 4521 -197
7695 9784 416
4300 4465 607
4593 8986 -999
4571 7667 702
8365 4818 -679
7282 9289 -272
9593 6385 -522
7280 974 43
8375 1043 501
8223 6648 467
8055 7619 703
5685 6004 -233
3742 5002 -156
6144 4019 853
2105 3067 -388
9373 8578 508
5151 9806 -949
4713 522 -611
5175 315 553
8200 1994 120
8120 4988 -925
8980 614 -371
3411 2039 -721
1947 8405 342
2311 2652 539
4304 4700 667
2285 2607 346
7346 6772 -703
1186 7796 572
2650 2597 -568
4286 184 102
1884 8706 125
1404 746 782
4802 2146 283
916 4340 948
5973 503 -18
9241 1075 -672
2698 6988 -115
244 4376 -7
1628 8731 -729
567 5499 -407
6925 7448 -166
7159 5615 171
9274 852 -144
3889 2595 -37
3262 2837 965
9766 1661 -149
2531 2861 469
5871 797 971
1581 2641 -465
1256 4990 -771
9428 8383 463
1338 9551 -348
1128 9438 -36
6266 7501 -75
2266 7421 574
1652 6853 549
6138 8746 -411
2833 7652 863
7111 3698 -714
4930 4093 289
9203 887 510
573 9086 346
4835 2277 372
6291 6425 -268
2203 8585 -728
5290 5061 385
6149 225 -737
1281 8804 955
319 1762 -642
2024 7483 -488
7461 5551 288
5787 8038 82
9422 2734 481
238 8815 45
163 654 147
9224 530 -544
3167 5386 516
2400 1922 -1000
6504 17 -274
1367 3605 -654
262 4862 826
7511 3064 216
4249 9849 90
3542 4892 -515
3972 1735 -735
7463 7897 96
3968 6334 -982
5943 749 329
3029 9560 -934
9872 3638 159
1411 4447 -19
7186 8941 -246
8262 9873 -760
8781 4198 -671
3433 7142 403
1385 21 -105
7085 1872 -210
570 3634 -64
1176 5181 479
9290 8277 420
7541 334 554
898 4573 -84
7356 5160 725
878 1346 -513
3578 4397 637
654 6013 995
6369 6356 181
3381 2313 343
1992 3848 -468
8954 4476 447
1810 8235 -808
940 2855 -703
8068 705 -570
5665 3709 731
5540 3291 790
2406 4989 -23
6532 5085 750
8337 1071 133
2749 7369 961
1517 2276 -941
6748 1235 -890
1193 6096 -655
1999 159 -32
4721 8302 900
4943 6464 -920
8381 2973 242
6480 4356 -991
3326 1621 25
3657 8919 155
5785 2323 -566
2102 237 -774
4558 5039 -172
2265 2768 460
7733 9535 788
7318 1585 -480
4217 7895 -414
3794 7317 -43
7916 1645 564
1246 2135 769
426 1172 878
8977 2318 127
6140 2282 -964
1278 6628 -667
7564 909 993
5118 4701 -431
3373 5637 -113
100 9107 75
1123 3515 -14
9634 5880 572
1639 2902 938
662 8375 683
9644 9193 346
3470 2225 27
4068 9591 712
6980 5482 -411
8884 4752 -164
6057 1186 150
7196 3114 -651
4102 856 109
6142 8482 -429
9091 4305 -331
7598 2240 -332
1026 5263 -870
9072 1024 774
5463 7720 -417
1868 9077 839
6456 6523 390
5636 1321 -67
7062 4921 -561
3840 5537 739
3875 9437 -134
4445 7636 -974
6551 3009 866
6510 8122 -236
3105 678 -227
9179 2502 -633
4699 3570 -838
2675 8431 40
5840 3975 -822
9320 4348 448
3063 6264 -74
3971 8739 223
555 8028 569
2870 8463 559
37 3909 665
8841 1346 34
5090 9428 272
7871 8644 350
2772 7088 160
4984 8043 -169
7830 9753 -967
4983 7991 71
8165 7255 -87
9499 6767 888
1380 6294 -925
4506 5337 381
6315 6020 888
7649 2200 -69
3933 6722 -286
3652 2476 586
2184 5908 -127
4691 8554 378
2214 9198 916
4102 1762 724
1168 852 -495
4653 2362 -334
6863 4398 -537
7570 1287 56
8751 3232 74
5030 9857 994
3292 7836 608
8397 2782 550
8852 6279 -119
6434 6213 947
5385 2248 106
4927 3454 116
7154 6401 484
128 4177 302
1732 4382 -590
3079 676 207
1952 2814 652
6173 4360 787
1293 3538 -124
4403 2085 -122
1347 3833 -952
3321 7158 -572
2951 6854 623
2475 717 -261
5844 7730 17
4530 9237 355
2554 1660 656
824 5449 -168
3652 8100 616
2706 36 268
7797 3034 -381
5160 7211 -212
5022 8491 -381
4760 8554 59
8499 319 -31
1558 5322 -875
4852 7545 -273
9459 5925 481
9334 5347 -399
4318 8596 -293
2318 9060 -912
9315 8207 305
5649 2485 -297
6198 6485 -223
8609 1961 32
8905 5901 36
3795 8372 36
3157 1493 669
4660 2011 -129
265 3636 66
4922 3936 263
3622 6870 -469
3310 5344 989
9650 4125 -312
2539 9831 -580
7230 8432 735
4660 6001 -767
1241 4138 -188
4054 3688 -628
8685 9137 589
738 9286 880
3798 3206 -859
2532 2376 -258
6582 7259 -741
8441 9440 165
8299 2766 840
3719 602 -402
3586 8693 777
8240 1833 -105
1961 8696 562
1526 4260 88
8750 804 -46
3313 1231 310
9442 4357 -647
4156 7377 779
8607 3554 -221
9039 5161 355
7213 7408 594
130 6515 -795
6526 2974 -625
9146 8516 -568
4587 9518 -585
7398 4011 680
2539 9204 -584
2039 3120 -571
5114 2692 -730
3336 6287 -636
6913 7136 -37
9819 6518 -763
5357 3796 -571
4492 6331 223
9658 5919 937
5257 948 -802
6140 5422 442
1243 6299 696
5756 5998 -508
9172 2212 287
7674 8839 115
9782 3109 86
6296 8451 598
4883 4843 -551
973 7956 -4
6549 6767 -805
3526 5285 -583
7521 5195 -822
3147 90 -754
2505 3916 93
5863 3324 -678
3696 8518 434
866 5653 -187
6822 3433 -575
7594 6941 -674
7867 2727 10
1017 4868 -918
3694 5508 326
161 2894 306
5541 4397 -629
9387 7285 -73
4595 3708 -347
9488 3729 -852
4898 2071 824
7820 6664 152
4525 4089 775
9 2093 452
4161 7616 276
2658 8799 997
8077 5255 91
2668 5373 -888
5759 608 715
4282 6112 115
6807 6624 -905
7215 3923 -843
3727 8492 980
2514 5092 499
7230 1887 801
7569 2428 -118
3468 5262 -48
3281 2073 791
9590 6944 -613
8001 5999 -225
3511 8950 924
699 3979 -310
7856 8919 471
7145 3346 -272
4523 8542 -260
6584 8580 42
9007 1439 348
1969 5560 -216
3739 2037 963
7773 9794 348
6715 2280 117
1557 5414 -583
1232 2100 -527
9831 3761 963
9558 7292 521
3482 6059 -448
8329 931 -971
7250 297 894
9141 3632 27
1742 7418 -617
7900 3125 -937
2412 8854 -442
5175 9372 -535
7091 5737 -393
3912 8997 380
2633 1495 -79
3138 2006 672
6589 2856 585
1158 4759 -758
8201 3702 496
4098 2771 958
7346 7191 -529
1455 3236 -230
3042 7242 -367
2231 564 477
4462 8317 -33
3478 7952 -814
2225 7642 -220
2930 8210 -263
6256 231 767
5326 5615 -516
6202 1408 353
9692 2235 -220
8983 4271 150
8607 4849 322
6836 1148 436
2334 9155 859
5674 3308 259
5044 2098 804
9334 298 -782
7692 2944 797
3786 8667 246
3246 9433 -661
3553 7789 -20
6951 6467 618
9143 2443 825
8742 2016 -598
1219 6970 -96
6711 8978 715
7521 493 -902
5081 6587 513
6606 5501 524
3660 4852 -38
8361 3942 854
5081 5115 308
2842 7849 308
9010 7590 -471
3035 842 -62
6185 6472 -641
3024 1469 604
3677 1895 -991
1513 2209 -230
2697 3195 -625
6205 2991 -622
2787 1261 10
8126 5459 -300
8019 3652 291
3813 6106 320
7093 6237 -286
7268 2600 233
6374 2914 951
6294 8947 -67
3223 6245 614
4501 76 205
8421 4978 -932
212 6296 -17
188 3044 921
5605 301 -131
6322 4615 -80
7486 7505 213
3338 3953 232
8324 5067 781
4560 7636 460
9655 6774 -778
9255 273 -221
654 2157 597
1804 4216 457
7224 2523 -900
8906 1918 -629
6233 1129 170
7089 1856 -290
9327 81 390
6389 5278 253
9726 19 216
8931 7207 -777
9810 3574 -252
3788 13 943
7059 1662 667
936 3889 467
3478 4381 -658
4739 7189 414
5635 2410 483
6214 6094 34
9263 1281 672
2065 6566 -986
9173 6766 -39
9701 7874 779
838 8742 -129
4729 6770 487
4220 5279 -684
219 4666 -284
1994 6034 618
4887 5853 507
4780 796 -360
1226 1712 851
1009 93 926
1242 9441 -983
4342 1963 -754
2648 9567 612
3705 6981 -541
1335 6909 -138
1345 450 -392
3251 5750 -307
8083 3979 681
7013 4817 157
8159 9367 806
1040 9554 -233
2170 554 163
1165 8601 -205
5111 2494 -106
3562 5841 783
6370 4755 985
6754 7238 383
2245 1572 -858
5969 5096 395
3419 8473 -207
5840 8329 -470
5894 7028 -970
6507 196 -316
6900 2782 -330
8163 506 -449
2448 1088 -577
5942 7365 149
6042 7017 124
8819 2731 -759
982 6397 715
34 7371 111
6103 720 -443
4236 6393 -144
6179 9560 235
7460 7443 -778
197 4399 34
7980 4090 -717
3024 380 -281
668 6438 -814
5028 2643 -938
9380 3504 687
8233 9594 210
8557 5786 -822
5140 5200 160
589 3814 -274
2747 8671 273
1755 3237 871
5177 7639 -755
25 8218 679
9209 3724 -439
8590 3433 130
810 2191 -249
1332 8083 -649
8459 2801 -770
246 9680 -377
559 530 -695
6122 9332 -340
7951 2921 -629
3276 9357 7
7665 2875 195
3569 49 463
6893 8722 -815
2750 390 948
843 1987 -441
1585 6050 -819
7077 7572 42
1779 5108 966
1686 5590 680
5291 1637 259
4828 5833 651
2616 809 35
5065 6630 260
2283 4550 534
6889 7469 -286
4896 837 -358
3194 8010 -807
7157 1084 250
9504 9048 504
5726 4955 813
7217 7668 143
3082 3373 -370
9251 3580 -302
8474 9143 458
4226 134 604
4105 1482 -209
9544 1489 -273
2390 6230 477
4709 9073 -102
3037 3165 355
2396 3892 -931
5731 1423 677
4042 1592 -501
3340 7160 296
212 1712 330
3413 7940 181
6303 3050 -771
7673 1868 433
8151 3914 43
2635 8688 774
3729 1510 -675
2503 6740 60
7470 6954 588
3793 4162 934
6470 2062 -606
8131 7203 639
6521 6397 -421
710 4535 -217
6156 137 19
3970 412 -273
2872 7165 777
5287 4155 -986
3767 6832 -186
9293 5016 -414
3223 8296 -403
9819 291 591
4684 7188 343
6912 6817 -803
9459 5663 -290
123 3188 -890
5671 1794 -447
2563 1320 -925
1721 9833 891
7052 2233 973
3230 3302 -92
3270 481 -666
2232 8415 493
3643 5797 -488
9593 6347 934
5049 9521 -343
3457 2765 -925
6196 2680 -830
1957 9785 957
3834 9339 560
7688 3943 -672
8027 3492 511
8592 459 984
2734 5978 -938
2198 7329 690
6401 3720 -924
7244 6017 786
1005 8889 686
7388 1690 412
800 8517 -725
3417 1238 -329
5720 4247 -142
9064 3245 -503
142 5148 636
6925 2874 -4
688 2388 841
3259 8313 347
4538 8491 -334
3166 5625 543
7606 5214 991
4481 104 -712
768 3946 976
8443 3442 193
7785 6619 -879
7717 7032 -918
198 5242 -705
3747 9293 199
6141 5378 -922
2649 8887 18
8627 3595 -47
1684 6093 665
4301 3987 276
9103 6909 723
537 5415 248
8434 6531 -662
2771 6416 -611
5774 9475 -658
5314 4648 -707
2534 50 378
6238 5115 -497
3063 355 -104
8629 2592 -548
3656 590 230
7440 8181 453
6690 3188 211
2301 232 -425
6344 1441 -168
8818 4044 -89
2751 3957 -463
8175 8931 291
5255 73 459
2133 3556 -968
6797 7697 -808
6658 7688 927
3278 5119 995
6633 875 474
7160 6600 -248
6943 1008 -624
9356 1114 -217
7215 9509 -415
4781 1498 416
7297 5594 657
5570 6574 464
5003 7047 -64
3453 9452 969
5050 5320 893
5940 7081 -584
3087 4369 -533
6548 5996 353
9308 3382 264
9600 4039 774
2206 6728 -753
9240 915 -832
1807 3589 -327
8826 4004 -11
5240 4153 -941
4478 1178 -706
4522 3093 92
8487 2415 -551
9609 8009 -867
6657 9705 -525
4869 8810 476
7278 5650 513
8422 9473 582
1438 6546 -716
3669 7263 398
9251 9565 -459
1602 7250 -360
4045 7354 478
2552 464 -784
1583 4599 121
9008 6525 -753
8266 8422 57
9724 7302 637
869 8725 -470
2709 3367 993
8440 8521 242
9414 1432 -937
6088 3333 921
4435 6318 938
4819 3367 -258
6668 7762 -252
7150 3509 -333
3328 1269 -899
7893 6569 -272
4887 1877 494
8801 3718 -60
8352 4197 -421
2093 7691 765
4343 8069 859
1256 4856 820
4880 1855 -755
5812 3384 650
5669 9127 486
5272 7526 555
1877 7434 48
8510 9829 -548
9391 5415 89
1381 8861 230
4458 2861 906
7714 5892 726
5851 6756 780
3380 1315 -408
8031 7404 254
9575 2817 112
12 1615 400
6548 3186 -938
6307 7719 -852
8949 676 -149
9391 9313 -990
115 7586 858
4714 2401 208
6198 1377 -237
3544 7174 898
3222 6169 -15
2330 863 681
3663 15 987
1284 8333 989
6345 7883 502
2626 7447 563
7603 5167 -684
7312 3574 632
6680 1175 76
1772 3770 205
2575 779 113
3321 9586 -536
6340 4220 -223
2499 1115 738
7558 7962 495
9382 1383 -48
2976 1223 -583
367 6920 -927
6780 9092 777
8938 3958 707
1405 3131 -558
3596 5513 -476
299 6594 477
7074 4507 -319
6807 489 -625
7014 9779 875
2118 9694 -583
6263 3315 460
4278 7608 88
9179 1298 -260
9415 2322 -315
6750 4906 -247
3337 4916 -301
5236 307 965
4243 4746 178
4639 8409 484
413 5293 -68
9087 7786 -580
5742 685 432
9307 9327 169
6648 5537 -851
2924 6001 894
425 686 651
3894 6077 -390
3326 1503 580
9700 7858 -13
1007 820 -104
1709 6076 -53
3028 1706 -761
7167 217 -854
7859 8123 -590
8480 9045 66
4440 2878 -427
10 4591 373
3048 8411 -722
2237 8284 -544
4208 5992 385
8200 5196 673
9336 2166 675
3452 346 683
9587 5068 505
5520 8569 140
8374 4257 -868
9760 6718 -4
2479 4544 951
7864 4096 126
3387 6159 472
2119 7964 -236
1934 6396 598
2060 9035 -87
4830 8932 -877
6748 237 84
1058 3345 999
6658 9407 -763
337 8128 -814
3748 6023 928
3523 6147 766
1334 864 131
8259 3495 -56
6406 2326 39
2716 3591 201
5389 9670 302
707 1560 -415
4848 5192 -977
9707 6676 841
6342 8353 -196
4557 657 -333
9144 5656 -222
4935 2998 -58
586 6055 943
8247 5505 134
3315 5730 -624
8739 1957 989
1065 9205 480
3834 4520 267
4627 4987 779
1425 7961 -696
5564 9691 966
599 3348 -642
861 5672 238
665 7997 -926
6991 4799 -81
486 3773 518
1660 4475 504
4136 3722 -868
8525 9701 676
879 6327 954
7965 6342 -8
6457 1598 -957
6956 5414 674
5564 6037 -465
1144 2171 -127
7026 6509 -544
3267 4798 717
4989 8186 64
1425 796 225
5255 4725 886
5118 8403 246
3990 6072 -11
9786 6390 -267
2874 1757 -403
9690 4765 95
8440 5137 922
5327 966 -413
5731 8354 240
6273 1671 641
2252 8721 -900
630 4453 -985
9316 9365 -516
3264 8740 -682
7291 9211 -480
1400 9300 -268
1200 1373 204
6902 2017 -320
3092 4848 -558
4068 1749 587
6411 2488 -286
4103 5480 -703
1524 7554 567
7055 9421 386
485 9833 892
9540 5835 614
2599 2208 343
5307 2588 -828
1065 1649 926
1690 2165 182
7446 81 -632
444 9808 149
4451 5330 -315
9292 9295 -600
6420 5971 126
7080 5341 -332
7474 5740 -182
4410 8490 593
2414 7182 483
9670 1536 -446
5639 5160 404
4470 4007 -717
67 8546 -466
9278 2808 880
1863 1559 -804
4479 1705 854
6150 631 741
1166 2196 -563
501 7951 244
4225 3279 -701
1163 6383 -453
3612 9044 -264
4465 8421 990
7560 326 810
3089 7649 389
9432 9103 639
4029 4230 549
5800 6113 -551
9513 6110 -980
7631 3031 191
3143 8686 782
6211 8135 532
2428 471 508
1961 6103 -589
1007 4279 133
9652 1977 663
1096 3642 -117
2000 4337 111
270 5136 452
6263 8717 -270
1072 5571 -863
2068 6506 -742
230 4088 -177
637 3624 154
1213 1665 839
644 88 490
7320 7447 -336
5260 5548 -782
4485 8894 483
3428 1406 -649
1994 9168 255
9237 3068 -507
1979 4130 28
9365 1082 444
1055 5286 -987
2372 9777 -232
2745 355 464
6057 9302 -500
7149 3550 403
7353 7956 -754
8268 5205 -395
4331 6347 72
4122 7128 313
427 960 569
1109 4676 621
7471 9573 52
932 9862 947
8018 7593 -399
5766 4788 -781
4529 8917 -929
3306 889 61
4561 8273 318
8940 9621 -419
2534 5263 78
4195 1674 -501
3157 7524 569
9728 86 975
7443 179 909
1176 3661 -90
573 1286 -695
8480 2742 114
6530 8623 660
7643 8892 -965
6371 8783 421
5293 8732 -595
1193 4939 -413
4539 8610 -312
1586 9672 320
223 3502 -455
8917 8555 130
7210 9073 -486
3973 3907 -640
3809 8005 935
2621 7291 -690
1027 2908 -968
3002 1188 625
4795 3515 -305
8896 3930 -484
8366 9067 300
5951 4226 228
509 2617 870
2796 9537 -120
4880 758 -707
8094 8188 659
2068 8928 736
5147 459 382
5831 7912 930
1738 5125 -836
7244 7301 688
8577 4567 516
7209 3132 -246
3435 2533 448
1547 5970 -135
7256 9340 -944
8245 9055 647
4879 4844 -640
5417 2007 -964
8169 3580 405
3924 5531 -546
1321 540 985
7209 1249 532
4433 4093 988
6405 2800 352
6253 3081 -569
2545 89 291
1630 7002 -722
9491 313 -942
4457 7374 -640
9645 3353 -401
7420 8895 821
4714 8108 13
2925 8663 462
1852 9498 666
3735 4557 -391
4013 7202 -930
2891 1775 -948
8228 1835 335
4891 5278 350
7801 2346 -934
4030 8605 -682
9523 4220 -717
7345 9282 -481
2287 8160 -2
9146 8450 -538
4012 6202 940
3629 3083 595
3045 8736 664
5546 4329 182
2806 9713 353
5377 1261 -713
7411 4974 333
4442 6426 -867
4788 2012 557
400 4717 -380
3546 5094 -405
8551 1188 -236
8849 50 -999
4504 11 290
5905 9688 -675
1550 8814 -561
8961 9268 780
3133 524 203
3366 820 -435
9108 8408 -162
7421 3066 722
3564 1965 -640
1690 9838 172
3900 8034 -515
9761 6141 -576
5655 4877 165
9775 4307 184
4531 7084 -602
6441 209 181
4335 4564 649
2935 6387 -509
8781 5959 575
4385 6085 585
4231 8036 -765
3197 2960 983
5994 6918 659
5803 3602 555
7654 1349 -804
5067 3328 7
7090 5262 -172
971 9817 -83
4667 9179 337
5304 9149 -320
5088 5734 -50
9488 1599 45
3876 4444 146
9404 594 935
4250 1053 -443
7683 3977 50
5206 6752 -960
9444 816 -731
8411 8734 -140
458 548 -88
4854 2082 260
2772 945 803
2262 1949 -152
3644 4259 66
7620 680 536
3078 9023 798
2885 5192 -209
8073 1941 -376
3664 5874 -88
1685 9426 -724
4082 8877 -556
2546 4723 213
4554 2920 621
6362 9238 -628
5756 3348 70
1113 9579 234
9542 3121 -829
8719 2611 -620
1766 4124 71
61 5066 -672
4233 5682 -663
4526 1110 900
942 935 321
9582 9583 309
8161 1798 589
4003 3081 783
6100 605 396
4271 5375 914
2734 3751 551
5803 1526 -858
9641 6581 -398
4915 696 -547
529 9821 -534
9780 4993 -882
4799 6601 765
560 3070 881
3446 9335 -905
2955 1004 -515
2130 24 928
410 2189 758
7158 9304 -89
7635 8732 -184
7979 2512 -86
7908 9132 -89
3756 2244 -230
5553 3376 942
4394 3869 89
69 7915 -945
6432 4619 430
8117 5730 460
5459 7286 512
3924 7889 -583
4690 3753 -865
8427 6926 -714
5948 344 -135
3703 8201 -837
5410 4873 -622
7570 3521 -953
8877 8238 864
7435 4903 606
2358 8046 -821
1286 1385 -362
6382 2409 -609
3510 6193 435
948 8746 966
627 6048 -18
3900 4616 582
4396 3944 943
6690 3786 -329
4929 3857 -422
6608 1711 -916
5183 1431 -732
8524 5682 -209
8106 7657 381
5830 3657 803
8627 6381 -349
2927 9523 -868
8410 7795 340
322 3512 -638
3212 1594 -131
409 1188 32
8105 234 -685
7787 8074 -824
5714 806 -287
9015 6653 -52
3464 5278 299
5422 2298 -267
9171 9631 -601
875 695 320
9643 9182 258
6488 9541 -412
1452 1984 -267
6587 5480 -772
7337 5208 453
3690 7129 136
1022 4973 490
8689 3939 -43
7781 9469 791
5169 6021 -66
6036 7908 800
2955 2743 264
7130 5857 103
8270 8388 -15
2122 689 -836
9828 3695 724
1398 2825 369
2534 8557 -880
852 3428 619
9842 5184 -685
5742 3833 894
3031 4105 301
4430 5350 -154
865 9799 -256
1832 2380 -539
6854 9382 691
6545 9445 -794
725 9645 475
4633 3778 -61
9859 7309 -468
6949 6636 -363
8452 1678 692
1511 8073 450
2108 8063 -915
8612 7737 389
8157 8388 125
2349 2842 -982
6394 6331 -512
3941 8721 -477
7281 1876 108
1385 8801 -86
5459 5768 -120
6145 5331 470
1174 5461 -997
6613 7411 -7
556 4199 59
7157 5358 -603
4289 7956 -102
4903 457 109
1453 9699 716
4760 4180 -750
2012 648 506
5151 1675 -915
7829 3954 211
3653 7917 -724
6536 5879 -17
7762 1307 -452
3113 8031 -371
3202 2751 740
6910 3059 -998
5724 379 -815
7503 304 974
8168 1134 459
6894 1843 263
9850 9160 -514
8659 1940 970
7286 3925 609
9697 2572 528
3340 8879 -128
9615 7169 -364
5067 297 -91
7524 8562 -271
1089 2710 -645
4395 13 -788
5026 5932 -905
7288 8838 -731
4876 5209 -342
3877 8304 -929
8500 8873 2
5363 5659 819
3368 3008 -256
435 1739 -350
7736 9585 -558
5775 12 -740
8215 989 -61
2209 8185 -374
1580 6769 -635
7286 887 484
554 5602 -299
6372 2634 717
2734 5236 370
3632 2602 747
1816 2437 918
7020 5578 693
8354 337 -787
1726 3628 41
6298 624 101
580 1971 257
584 4216 185
479 1363 422
3570 3558 424
7157 8129 773
4000 677 511
9156 6720 116
4751 3407 662
1023 4707 216
434 4612 765
5891 2574 -571
9715 9475 -441
8049 2093 -671
61 2452 266
8090 6206 639
6567 5664 -786
5704 6438 264
580 8449 846
1173 2630 -24
9552 4693 -244
2326 5647 970
5261 6083 -541
5843 9328 467
6851 7260 565
4931 2993 42
6278 8445 599
2424 2831 -541
7530 4841 983
6815 4940 414
9037 6504 -990
8095 8160 749
9657 574 -990
6697 2144 -279
3500 60 269
1549 5858 -260
5139 5587 596
8374 8520 29
4038 2830 -551
6518 9522 419
1171 3684 -611
8763 8976 205
1582 4988 -354
9615 888 629
7329 5536 434
3036 6341 103
9478 4665 -833
6483 8096 -963
1209 2171 -673
9431 3740 -858
7796 1952 -121
2816 4543 -840
4884 1593 -10
4068 1659 855
1570 3433 342
643 1539 15
6050 3078 312
4760 640 -563
3004 8768 892
9750 1100 107
4943 1548 685
8417 2917 -80
6953 6475 398
5999 8148 -395
8229 7877 -319
1949 4558 676
4850 1836 -271
9801 7199 110
8416 9396 872
8437 302 354
7896 733 -710
1917 6578 -545
7293 9222 375
3338 6603 177
7266 1574 92
6882 7842 139
6818 4158 952
4277 4296 893
8135 2612 714
1306 5834 -939
1269 1274 -840
3982 966 -583
673 6485 -16
1211 7858 538
1590 8992 515
8012 2868 358
3114 1325 -99
3744 2652 -983
6822 8208 617
8181 9745 98
3965 7638 530
9205 6727 427
7781 2103 316
8399 9769 -235
5434 4921 -671
5421 365 -182
7274 1708 750
3774 9641 -292
1237 1653 -937
6424 9737 267
5595 5038 -314
8325 4546 538
3221 441 -648
9598 9539 -211
1349 772 117
2605 8342 791
2087 9702 378
2485 5589 998
6637 6366 -59
9083 2219 761
8289 7338 527
5786 5425 -547
7770 6220 586
6204 5970 802
9041 4019 -876
9256 873 -590
8056 277 -357
3197 3529 995
8061 5795 332
2408 4134 -320
2169 6956 -701
6904 1464 -717
4964 9879 -83
6661 531 -839
3717 7027 203
7341 1880 496
2777 9439 158
1197 4114 -529
1525 1576 -84
650 7072 844
3686 5165 -858
2156 444 78
4672 8725 259
7840 3574 747
568 9209 -85
1832 7128 -748
1639 8802 878
9298 8624 157
4498 1470 952
3013 5568 -984
2552 4231 948
3208 961 -696
2108 9758 460
6119 7488 568
4827 5950 545
4432 2945 171
1460 4837 -547
5197 7956 -959
7407 8856 -27
3355 1782 -93
8792 7700 -323
6260 6538 389
4599 7209 -342
7707 9738 -628
2059 1752 257
1539 2356 848
4145 8408 -603
2777 411 -439
9275 7665 428
2684 4566 -580
6675 4563 -329
916 4928 990
6289 6719 -917
3496 7619 442
1313 7837 -153
2314 1113 -725
4253 1142 96
1035 5441 337
8669 146 5
581 7497 -851
7002 3132 -547
8438 7247 167
5569 7897 -335
8478 8736 446
1248 8182 -616
8911 8017 -416
1503 8296 -109
1081 3648 -380
1145 212 61
5665 6940 620
5820 4620 764
6219 8980 -280
6037 4361 54
2964 8860 -725
2808 7744 85
1996 7628 -334
4319 5836 -532
6524 7732 752
4416 4839 731
6808 7065 706
7795 5091 -813
1880 2126 712
1622 5992 490
2852 7719 -815
9320 7453 290
9238 7840 630
6520 1259 540
1497 9717 -544
3044 4322 111
8442 8849 487
6543 4348 -662
2432 7431 974
3058 7428 575
6317 6924 -76
8471 3367 -375
3104 577 -989
3021 2452 653
602 2361 -126
6705 4416 -563
5481 3028 469
4505 2484 956
6573 5377 837
36 7089 327
2931 6260 -174
4083 9750 -126
1862 5213 772
5300 4183 -226
3404 784 32
5618 5221 -392
6152 3048 -466
8158 6686 341
3029 1719 268
5872 4122 731
522 5679 -432
4452 6703 225
1761 176 -486
9513 1538 -829
3830 3044 -250
6636 6446 296
1750 9137 434
5208 8149 -318
8983 5762 35
6421 6936 762
5876 8435 31
6314 2813 -743
8491 8529 69
550 9663 -930
8000 341 675
5211 7643 -278
4962 5861 -566
3496 1233 860
3111 8653 594
6189 6346 598
7244 2664 -694
7180 3259 915
7969 2092 503
9174 8373 -127
6238 5497 871
1299 815 415
1736 2489 -607
9340 2908 -941
3732 2318 437
6613 3029 -439
1617 4303 288
9170 333 876
2238 5619 -504
8314 7924 -57
9258 6964 869
8315 7311 -500
7060 4374 -449
2434 1140 -836
373 418 229
4791 7782 268
9226 7655 -407
398 4717 -390
2037 8857 -852
436 8933 27
4136 9148 162
472 1619 517
9877 5671 -368
996 7510 -48
