20
979 894
715 649 -305
252 171 -783
27 873 181
336 406 -117
727 707 857
691 620 430
1 785 320
667 219 -721
143 867 -449
851 327 -76
306 406 579
619 777 212
574 723 -384
371 163 -963
351 675 717
124 210 -613
551 393 433
383 494 67
217 481 923
377 897 592
776 856 -881
756 381 661
452 94 928
703 524 -968
485 155 728
22 727 -835
76 460 155
177 1 466
27 266 -626
183 31 434
396 776 86
589 180 -712
173 372 868
251 27 -428
889 182 -796
91 307 -78
827 485 -311
579 61 167
325 884 707
39 273 145
841 791 -836
74 20 985
441 183 -105
503 468 77
232 590 -81
822 499 -79
477 437 -530
720 525 954
235 269 559
262 497 864
721 143 -420
685 218 208
165 274 -125
868 490 9
817 452 -462
187 669 16
298 369 92
171 752 448
124 183 97
214 831 40
291 119 662
392 71 215
660 863 -267
181 390 829
646 131 -282
691 786 -130
500 683 -849
496 658 851
12 290 181
314 224 -934
541 322 634
118 487 200
570 763 -50
433 208 324
866 485 -26
755 575 884
241 91 -798
636 506 865
62 104 -270
415 321 -911
494 488 272
292 463 -822
811 546 -220
755 875 -100
652 612 187
403 20 -585
674 884 -201
759 446 -486
231 840 994
645 768 -903
624 663 -171
556 91 -849
815 510 -6
268 14 31
9 825 -852
751 371 262
542 879 830
86 554 -279
848 267 202
487 502 844
563 426 -422
855 872 48
260 384 -815
567 690 487
117 553 -355
668 469 564
611 524 -673
144 417 105
395 69 -365
769 215 -380
708 602 9
229 803 -986
658 511 -608
620 421 692
549 63 -709
735 30 985
741 749 -969
403 364 756
392 864 428
549 545 -863
638 651 833
37 708 325
232 121 -906
831 543 92
426 421 840
867 217 -830
255 315 461
289 261 -997
357 104 390
426 94 439
264 434 299
276 347 -35
399 343 -697
417 57 -598
852 416 -260
506 3 164
836 194 -742
617 445 616
379 688 -60
831 870 827
871 301 421
691 209 -960
811 256 346
722 478 -67
638 292 -386
213 819 -847
524 410 -442
857 204 756
346 487 -248
485 63 -84
62 232 431
849 773 -833
671 351 -618
168 214 -114
172 37 838
384 662 776
169 809 131
821 679 -86
163 389 -451
778 503 860
22 13 96
339 671 160
352 644 -847
444 628 745
626 45 422
792 388 -224
371 143 -548
97 130 -957
481 803 668
85 217 957
511 495 -883
329 547 -333
334 307 -564
727 838 -640
574 532 725
362 794 -512
254 534 -486
381 357 -583
293 451 532
524 728 701
220 856 -935
483 831 270
439 582 784
628 209 -379
868 685 -944
802 210 -668
535 653 594
79 253 994
546 800 -145
99 223 994
143 437 547
462 392 186
569 672 200
875 31 -540
362 485 806
429 80 389
600 433 -847
721 767 826
223 396 -897
694 858 -185
533 575 954
226 313 -403
429 283 -751
209 240 -765
331 591 859
439 90 -475
320 216 -190
218 511 -122
267 765 -369
523 647 647
33 887 -909
135 462 -358
779 848 581
43 668 -608
179 814 956
161 397 140
531 90 834
284 364 208
11 457 15
488 698 535
579 697 324
796 131 -908
777 295 -610
319 618 310
611 868 575
628 596 -540
564 592 8
56 746 -375
549 426 -565
325 779 -843
21 280 955
247 607 -279
595 734 -527
532 798 724
57 594 -301
580 646 747
84 548 -946
93 166 -32
815 100 -965
355 860 -428
830 502 568
256 434 -693
17 289 912
258 443 -317
501 66 810
567 648 353
695 237 364
746 106 -963
871 372 304
512 405 -909
497 892 717
624 897 257
545 815 253
284 755 -270
831 381 447
50 167 583
769 888 -586
708 496 184
268 225 188
827 343 202
368 640 -805
257 868 -507
538 232 943
191 550 789
360 580 -243
261 26 -600
431 22 936
74 547 389
19 709 -11
725 627 -617
668 53 173
799 709 -209
263 466 -544
527 223 319
782 503 -727
105 134 164
542 72 615
486 144 -740
352 692 567
339 175 302
581 472 -652
692 336 -547
571 818 774
297 873 710
71 18 -616
689 92 -236
834 732 920
139 74 -923
46 353 -34
524 158 -416
553 552 -377
410 759 -188
461 192 789
378 601 -466
657 676 -7
242 697 -973
788 549 -532
278 128 -278
442 428 -333
857 56 -21
784 887 998
842 742 -364
215 268 -795
801 42 -311
806 882 551
294 603 79
213 461 -665
690 272 94
172 658 -939
176 22 -242
884 516 587
195 70 349
258 557 155
857 856 -690
777 173 -692
321 805 -622
608 25 -323
128 793 185
624 478 523
792 9 77
790 103 -971
802 140 775
344 124 998
222 39 -362
235 243 89
727 584 768
610 896 -415
187 166 863
806 584 -786
248 213 -771
408 664 439
756 491 -256
128 125 615
453 293 -841
374 304 333
541 336 92
886 391 508
204 139 547
629 587 -879
132 453 824
767 875 363
669 26 -487
175 832 -928
302 710 561
616 761 -118
430 635 440
400 828 134
666 548 -864
853 691 -533
273 117 203
389 26 21
418 120 -957
893 438 829
253 659 -989
306 403 527
115 839 49
561 807 111
469 18 -840
16 456 862
846 352 30
330 530 270
182 415 -234
51 648 936
628 689 163
82 819 -912
664 78 -291
820 34 -630
285 86 300
843 205 -975
626 774 263
56 431 585
370 323 66
100 54 -254
338 344 83
213 60 723
133 171 539
562 640 -854
583 839 -873
214 13 -529
867 106 208
642 849 614
816 491 628
290 677 -919
139 96 902
351 235 -601
317 295 -335
890 352 434
65 865 -454
595 864 -170
472 375 -885
345 753 -376
364 644 -793
420 572 -608
221 836 767
61 583 875
161 337 -835
838 877 877
581 454 409
149 763 230
762 875 -304
611 765 353
299 287 96
24 730 -63
625 543 236
400 624 331
616 648 45
761 233 -807
506 793 395
65 270 -834
225 27 -25
392 38 170
133 726 790
730 592 893
525 835 -500
797 433 929
857 450 345
676 875 885
382 53 996
417 604 367
668 680 -621
438 497 837
531 547 215
664 251 919
187 529 773
166 483 -111
556 140 129
486 19 -524
147 110 647
75 599 135
687 362 591
397 860 653
536 833 -922
844 846 593
853 166 212
347 864 -879
275 480 -793
357 735 25
804 408 -719
629 262 -85
74 459 513
250 222 -786
39 628 653
530 435 -737
561 479 232
507 390 30
132 691 353
376 494 -493
264 55 426
890 897 600
142 320 -891
743 108 -126
400 741 -331
169 75 -73
278 92 802
598 344 952
341 881 895
233 341 586
189 794 276
165 440 332
448 632 -257
110 830 -977
33 72 942
204 462 619
733 56 519
509 877 -73
744 747 -759
795 709 84
651 228 537
681 680 592
741 699 522
545 228 -575
476 821 -574
244 143 254
213 717 -917
837 152 -784
571 533 397
836 983
736 518 -609
446 731 -774
78 3 -640
83 757 -419
609 312 -521
198 714 -77
493 371 152
829 662 -899
659 608 -867
208 580 -849
540 232 -248
591 288 94
83 452 -624
73 67 821
353 403 940
352 601 751
480 413 -207
62 204 687
835 278 -944
204 645 -672
836 499 736
715 736 549
289 440 -958
255 109 -720
315 565 -178
223 472 -593
30 21 220
72 514 554
651 536 717
495 836 -142
434 780 628
300 437 321
681 299 -355
226 802 147
276 427 19
514 780 -342
740 783 612
78 787 -508
666 386 -520
576 610 499
688 500 -486
150 614 -771
469 475 96
252 74 -788
155 640 799
800 751 67
520 344 -389
252 351 -63
337 630 326
5 542 681
202 496 984
396 11 322
376 747 -287
223 18 996
291 563 760
184 55 -815
532 673 -216
213 594 -937
86 794 -683
831 451 -124
202 722 216
15 665 470
133 638 -345
313 232 -426
426 132 688
741 577 173
616 277 207
174 490 535
494 572 -194
490 703 207
709 246 -239
515 359 714
160 195 -569
659 229 46
330 436 -27
48 347 336
479 96 534
381 455 514
778 355 871
590 67 984
85 472 -4
119 825 -857
481 579 -532
40 90 733
99 521 -569
762 44 -146
554 818 -259
639 466 83
423 382 -412
805 373 763
177 456 829
595 478 339
517 45 938
159 649 -855
726 812 407
672 12 -701
726 454 -923
265 492 -819
4 540 -648
638 118 545
733 293 718
191 258 -344
36 726 -574
116 654 -296
488 5 -313
802 600 -502
411 387 -897
829 463 -974
173 10 -560
555 14 456
288 387 -273
525 36 -407
742 826 382
807 453 -616
123 826 -346
144 490 -690
527 2 31
166 452 168
501 467 -545
397 833 -326
752 569 -111
646 563 -681
753 516 -282
737 735 631
100 133 -533
523 89 458
34 289 -140
624 367 161
59 43 -188
583 241 -809
638 711 894
469 9 907
434 310 351
772 834 -742
487 563 -565
596 318 676
279 91 222
511 538 332
468 246 -245
274 530 -835
135 426 854
499 660 721
611 776 -757
427 719 -225
703 184 346
639 27 661
212 315 309
70 637 717
251 693 -981
829 151 -325
719 403 -721
553 321 -455
592 515 -532
590 441 407
151 157 -305
602 771 33
625 172 -612
833 211 -590
11 226 -690
314 457 -475
168 745 -414
150 142 -909
287 795 -199
625 226 -805
222 257 -493
237 215 440
341 785 323
659 298 270
345 665 898
659 203 950
293 644 567
388 821 -676
212 573 -203
417 398 811
244 472 401
158 280 302
416 354 412
545 825 -496
196 344 250
828 474 -157
202 620 -597
273 633 -877
71 816 539
700 129 352
66 273 -104
474 473 103
827 270 632
27 59 -892
36 240 146
476 336 -566
57 825 142
785 152 20
445 73 736
324 730 772
403 350 -129
614 389 544
801 404 360
417 65 26
532 734 918
208 329 241
641 496 -498
344 127 -588
116 781 600
439 374 829
810 769 -139
287 723 127
457 46 141
269 473 -582
633 456 -676
275 500 -135
679 355 774
763 245 654
196 329 683
392 681 -208
488 764 -850
148 87 794
659 666 -535
125 92 980
331 830 608
471 315 552
208 171 751
190 328 530
667 586 443
94 42 192
24 251 -338
137 376 315
612 434 -403
645 730 136
418 335 91
84 266 932
566 772 -465
737 475 -1000
383 649 597
123 296 517
39 29 -189
234 404 267
156 163 -173
630 196 793
377 195 -748
812 699 -436
370 198 -825
417 758 112
244 40 -150
296 59 -396
619 723 -417
305 689 516
450 49 172
639 215 -79
609 704 989
792 86 987
333 519 60
340 450 -490
166 159 -923
697 279 908
191 667 -277
335 342 879
197 825 911
514 642 657
145 401 -84
330 743 285
664 40 -82
517 256 -823
177 132 -784
658 704 56
255 736 -281
110 155 146
312 287 808
822 85 963
5 357 65
712 245 -848
110 758 152
220 327 552
656 188 979
138 813 541
384 604 141
446 177 -159
812 160 65
36 571 -399
236 679 990
434 181 -296
6 658 679
469 283 835
87 10 828
217 560 174
284 740 404
691 352 -122
631 577 851
153 406 -389
35 83 -456
714 162 -473
773 159 43
134 763 291
29 701 235
711 668 -161
786 593 501
509 737 351
181 577 370
111 695 948
779 174 -667
163 59 963
550 557 526
836 647 609
82 674 -341
292 815 -914
253 390 67
395 154 -384
117 586 284
631 805 256
507 215 -93
465 649 -867
447 382 -497
823 276 -580
498 189 665
163 293 115
375 397 -262
445 107 490
258 230 205
31 725 -866
303 321 827
675 723 -446
480 165 -936
624 520 -316
525 241 -745
24 168 288
693 667 -393
437 223 -435
768 703 734
265 225 -294
610 63 120
787 324 321
452 590 -821
410 809 -756
795 113 -896
564 197 334
237 455 267
88 197 631
494 556 716
186 575 -192
637 653 -324
488 148 -681
794 753 916
329 750 -510
530 425 -888
95 617 542
48 326 687
519 819 -984
829 548 598
201 706 852
477 40 862
518 8 18
577 755 881
466 345 -612
581 826 540
296 84 436
680 23 -630
228 724 -434
733 290 -966
633 449 -781
696 94 906
112 56 117
176 304 838
420 462 35
834 164 -241
475 673 33
755 276 -906
754 508 -794
501 56 -896
339 350 523
707 572 911
299 314 -278
694 8 350
439 569 -329
213 348 -653
711 703 -530
106 614 376
525 564 -515
288 478 646
20 182 -617
707 403 422
128 469 648
662 713 -279
132 79 -40
333 811 259
691 176 983
344 683 -602
788 657 -232
284 722 -633
114 129 -874
262 734 -900
281 181 -381
584 692 -857
762 618 646
484 463 -808
55 783 612
651 594 -320
648 607 463
665 694 -340
621 155 -973
248 22 -457
807 444 522
697 702 -350
647 33 823
570 426 -22
334 806 610
554 667 115
594 306 431
519 392 -241
21 345 79
430 229 495
671 222 434
342 36 -117
700 9 -839
185 640 -129
449 664 208
591 294 901
743 1 -123
336 556 -33
16 448 564
96 333 414
45 605 -593
612 554 853
659 414 33
585 462 -783
792 685 -233
760 175 -516
601 477 -790
47 678 908
831 129 -608
697 38 -770
490 342 619
430 124 -796
483 788 -888
137 183 -254
694 255 828
460 439 81
815 50 -96
445 241 868
272 54 -234
628 555 -871
312 156 -545
182 187 136
418 173 45
703 623 -523
486 727 888
690 260 163
91 712 -942
443 262 217
328 664 -679
834 759 140
660 158 -555
658 342 740
93 642 164
823 536 924
299 301 13
177 492 228
508 300 -943
364 534 -555
453 328 301
287 156 -414
215 508 390
827 788 179
356 274 184
400 286 40
376 403 976
260 614 769
517 61 -562
159 468 -194
439 674 -638
163 412 -109
443 59 137
655 621 277
557 262 -657
575 9 -331
99 616 -686
760 710 -316
498 32 -123
56 203 -247
395 33 -815
589 326 -283
220 29 -380
69 347 -489
666 162 -27
634 761 -60
403 132 506
303 15 -420
580 68 -898
432 530 -584
80 176 -815
388 768 -148
325 424 -70
584 635 -917
420 814 601
274 724 -660
248 268 -522
102 544 13
133 669 -252
213 382 321
6 748 197
350 293 561
429 766 49
679 597 220
795 275 468
477 656 634
159 532 -485
43 18 -424
158 709 504
299 365 -650
149 655 532
136 491 -174
705 686 -208
245 199 -858
586 568 -845
124 65 -40
95 552 432
408 353 -567
210 529 209
234 351 862
831 537 -186
767 277 571
616 287 188
119 184 171
463 666 -176
456 659 -857
301 808 -849
333 782 -759
753 771 566
152 336 -864
420 640 -107
56 678 700
65 85 -83
563 437 -364
165 331 366
533 643 687
741 43 -838
467 604 -26
393 253 -237
148 545 -901
177 803 -941
560 278 -362
567 249 -127
814 56 -400
814 654 677
75 257 178
267 38 -264
118 420 427
190 611 324
61 544 -59
94 737 -728
453 159 96
26 187 -229
327 823 -456
606 225 -851
524 118 -979
95 834 -476
739 620 537
29 311 299
669 15 -859
171 672 247
390 343 113
544 19 -559
486 106 -449
540 198 622
535 57 607
747 507 482
331 396 -699
218 484 848
619 458 502
460 254 627
458 573 197
303 411 883
327 410 -294
638 821 -116
80 192 -202
580 459 241
484 530 163
508 177 -959
621 795 808
769 206 381
186 298 -357
145 607 -17
365 416 836
165 56 -641
503 482 646
227 314 732
340 48 439
701 656 -635
48 259 -680
183 7 -119
457 544 -435
452 827 719
549 689 -195
140 479 420
366 261 914
179 772 -951
803 398 -281
16 152 161
594 780 -678
469 547 277
763 790 741
18 770 946
534 415 -140
760 745 -449
624 815 -77
572 580 -869
405 805 562
676 426 -229
760 607 -559
325 578 -526
592 212 722
71 44 727
125 217 768
364 38 85
637 828 -221
729 146 889
599 429 511
81 193 439
581 580 555
340 242 -620
747 92 732
473 649 989
210 91 806
763 745 -587
170 393 -114
769 681 -454
439 89 -560
644 558 -445
781 364 -637
598 427 -915
774 5 -949
700 490 -27
430 279 835
707 436 -600
383 243 -412
615 380 -904
686 75 629
171 145 -205
716 15 -190
101 3 -460
708 826 -162
395 32 -407
326 294 -845
728 375 541
691 226 -794
720 98 -286
23 555 279
1 550 398
427 699 -497
639 655 -228
386 677 -757
689 108 270
498 315 843
529 521 -614
766 237 234
570 38 966
419 217 -128
50 104 971
396 774 -276
105 251 -597
819 220 -172
469 675 -178
527 315 -327
318 235 330
364 383 -692
767 820 -932
416 779 936
137 618 -487
496 639 -444
733 503 -850
284 519 173
807 64 624
489 289 416
64 274 486
525 413 813
407 201 440
721 233 -136
652 282 677
596 801 -374
696 746 899
630 11 88
162 345 -940
20 701 -218
48 813 631
264 401 -929
103 569 -901
588 230 752
784 494 -848
288 772 -382
822 484 242
604 104 293
352 598 841
102 357 -519
340 344 -273
580 671 134
547 587 -806
306 516 547
58 374 769
830 164 -406
797 70 670
505 425 -820
371 575 948
808 207 334
244 702 -122
739 436 385
184 790 -87
7 3 676
211 552 -286
549 682 -808
169 80 -819
696 414 544
601 419 -757
406 700 -520
310 35 433
675 284 -597
107 378 -100
174 727 -720
733 567 555
32 191 -978
570 92 -830
580 715 919
778 783 -305
454 629 779
696 354 570
72 641 719
89 733 69
367 777 -88
821 497 -397
634 434 615
713 688 320
174 786 -299
565 758 -722
40 521 969
424 588 211
183 539 -975
516 585 -718
277 580 -117
106 238 430
418 351 -450
65 375 -674
444 503 -592
639 597 862
198 698 551
88 94 242
742 91 -556
488 768 466
285 729 727
456 682 672
381 538 494
408 516 -264
226 193 -68
695 724 856
766 637 -63
274 85 -156
617 498 -964
637 137 445
774 547 -937
785 108 182
392 174 -640
213 156 579
266 623 -408
571 517 -299
662 66 516
271 723 746
170 82 366
79 671 2
410 623 474
394 367 945
243 272 -976
356 640 -625
616 396 -633
147 437 -942
714 17 526
278 719 -204
544 489 -39
690 625 -226
470 563 543
36 8 238
4 661 577
34 197 -299
17 138 -24
339 714 846
6 538 346
496 588 -988
242 469 783
649 193 -62
389 624 -320
357 530 -693
26 714 490
609 177 -538
88 549 -519
78 242 -755
763 794 779
208 355 -374
832 177 -652
103 459 -810
122 519 -849
264 736 -953
778 200 338
745 278 713
98 761 275
455 721 -702
7 382 -248
827 268 -571
284 639 -214
634 284 -426
477 441 -493
223 452 928
206 443 403
322 88 626
385 776 345
150 693 655
359 408 592
103 410 386
115 696 483
38 810 -104
320 42 996
125 813 196
30 762 168
275 567 -984
175 595 65
814 410 814
303 639 620
35 689 -521
6 52 998
520 267 -660
361 444 746
235 431 743
243 579 100
152 397 48
561 189 22
274 405 -233
752 738 510
292 427 498
377 371 565
826 698 755
23 92 -597
155 680 425
559 316 -777
747 243 -427
385 789 503
731 445 828
806 27 -378
511 41 -400
742 435 -847
365 37 -151
581 298 -919
52 694 -789
328 65 344
749 767 736
596 374 134
590 306 75
275 548 -842
434 696 882
311 393 -678
176 724 353
301 517 984
131 702 -291
388 244 697
725 233 -752
138 325 -496
544 33 -488
765 361 418
612 488 453
290 280 847
174 435 714
440 366 -516
527 505 676
43 716 -711
807 372 812
668 55 243
363 814 -650
73 443 552
435 807 -188
327 161 -285
741 168 -860
86 685 -458
759 152 -525
359 150 63
128 216 -866
131 538 624
248 240 -697
151 8 -928
330 342 -490
569 726 683
749 457 969
111 478 839
636 238 414
828 744 -198
673 279 -245
791 440 -982
299 358 -454
459 290 587
348 203 -690
382 834 -204
442 223 -242
400 80 -388
113 826 0
573 302 503
461 83 728
623 397 -627
219 654 -505
143 218 561
804 158 687
318 810 -132
170 290 482
469 496 945
570 635 528
226 170 338
154 492 22
241 93 -56
629 159 908
390 811 528
163 546 120
199 198 -773
308 241 71
642 121 459
685 145 -398
51 767 831
552 208 -40
802 143 963
450 40 617
143 816 -324
474 468 526
301 152 939
365 344 -870
56 432 166
491 448 920
338 446 -760
204 207 540
432 277 -887
745 238 -273
685 180 -315
707 654 412
483 636 388
58 513 -219
52 688 -176
168 357 -38
399 656 188
89 227 699
285 705 -504
794 668 153
105 711 -988
487 82 -329
443 397 915
711 684 28
36 251 -478
554 660 -672
131 35 -181
452 524 -794
651 711 166
456 90 -257
311 79 524
528 31 -947
26 352 -553
562 572 -75
707 705 -950
758 541 970
442 284 -694
409 24 949
195 362 988
249 701 -714
40 578 -233
228 348 566
551 233 -84
57 209 -740
1 732 -174
782 125 699
795 168 354
822 61 458
267 129 875
574 682 142
111 521 -764
380 361 47
450 663 698
763 698 -309
809 448 822
575 705 -833
469 263 606
494 532 591
355 289 21
221 5 22
195 287 -869
400 381 -55
266 533 313
922 848
358 762 -170
264 83 433
301 578 -717
858 48 819
220 23 654
136 517 438
39 636 -327
719 175 830
247 611 -964
710 368 87
640 600 134
500 716 -983
490 242 -442
3 836 -897
250 507 280
779 564 93
704 388 410
809 293 -973
353 139 210
238 548 172
640 917 -325
213 597 333
428 858 -970
532 181 -422
142 291 70
337 126 -711
637 638 923
434 627 -917
20 763 448
576 420 287
192 402 913
607 519 -146
41 541 -539
899 769 107
123 96 205
547 526 -692
815 684 970
729 892 934
626 509 694
307 522 545
105 747 336
532 507 619
239 710 705
373 719 182
613 870 -789
21 690 -775
26 88 -524
725 255 -49
661 579 -809
162 90 -231
888 189 159
523 580 353
328 227 857
105 790 912
868 515 81
235 393 -79
606 704 -963
662 713 545
868 258 829
301 152 -688
837 513 -57
789 714 844
651 558 979
711 650 631
655 319 406
833 297 519
78 710 -568
825 89 123
354 310 -786
249 713 793
671 458 -807
769 480 -981
146 578 627
344 387 -849
646 667 347
692 739 -922
915 887 962
135 16 -616
139 369 -602
638 111 804
224 671 -368
401 489 -564
562 108 -504
187 622 -74
841 510 875
226 48 931
506 87 -255
921 336 973
191 362 346
654 462 464
768 484 354
216 717 -212
611 444 603
878 906 -609
232 304 289
211 695 -696
223 506 3
368 571 722
523 11 -526
154 8 -110
540 623 -954
449 758 -786
270 217 -493
866 25 630
534 626 146
618 357 571
378 508 854
686 674 -812
468 655 680
344 46 861
716 714 -167
290 829 -349
515 4 -53
621 576 584
193 404 -301
793 211 -597
546 6 -196
780 735 -607
117 463 -441
149 192 753
314 661 -434
790 859 -550
171 68 -828
827 877 300
766 644 211
60 506 -53
20 245 498
813 843 -378
830 284 417
442 61 667
20 836 -155
777 269 469
726 587 671
644 145 361
887 173 -860
94 431 217
252 886 -919
404 381 786
493 789 390
888 358 -189
508 509 132
274 191 -149
507 882 874
164 588 48
435 211 -540
229 819 -337
182 293 173
272 328 277
655 616 -188
726 562 627
414 395 861
613 353 775
839 428 -112
337 769 46
465 609 997
20 804 -733
358 653 174
602 458 390
721 48 -888
568 595 -139
520 293 -9
637 617 339
524 716 -414
407 34 171
398 485 -788
79 718 -949
342 197 -973
324 181 -396
195 457 -566
57 237 733
693 902 881
843 838 388
652 591 -701
384 198 -762
348 395 144
309 368 59
180 111 174
898 511 -450
22 457 958
32 469 128
110 60 974
842 769 796
511 559 937
690 477 905
862 380 -825
617 560 -475
83 584 854
301 194 -400
289 503 -735
366 313 -821
757 423 951
64 736 120
842 91 -550
8 593 -307
395 283 293
225 96 -555
163 836 -729
339 21 857
573 226 99
130 553 -298
36 7 -794
724 442 -255
238 806 388
353 159 -186
417 96 91
43 746 26
36 483 -867
195 685 13
74 41 603
531 264 -767
233 707 208
301 709 -246
108 746 805
849 718 480
120 436 -396
553 685 -221
76 821 978
458 758 -233
911 598 -275
321 911 -313
330 245 -112
296 803 581
29 423 100
554 921 -852
180 238 -364
701 920 -885
395 493 -948
786 344 -592
93 159 -833
253 295 975
239 565 -400
137 414 250
849 704 -991
818 363 -963
120 900 -541
215 470 -282
232 578 781
851 38 812
529 328 285
521 248 -372
735 648 305
423 852 -228
803 146 -439
246 375 -603
843 625 -992
522 789 -164
723 36 -79
216 797 733
715 223 -289
846 190 -987
242 297 222
468 273 331
235 815 682
386 796 426
851 747 59
667 702 127
79 758 709
60 645 -663
49 38 612
510 780 -97
800 317 -640
554 508 -443
63 204 -62
40 378 327
585 5 -3
136 864 672
777 543 -637
211 705 646
448 278 -897
56 488 647
352 114 966
436 116 -910
651 311 320
295 123 327
345 239 146
68 103 -542
32 448 668
539 339 505
92 850 -694
427 390 176
400 309 457
761 44 -700
681 11 -881
689 561 674
311 899 -273
462 16 -184
18 10 963
541 153 -480
573 862 -461
78 184 867
898 233 -464
88 599 506
788 151 -964
671 213 952
34 903 777
93 407 -847
183 848 -751
795 383 439
465 660 -681
152 625 -329
408 146 -817
435 871 112
447 771 79
633 151 301
569 107 600
758 849 -2
479 593 376
863 529 -470
553 275 -24
133 636 -583
903 268 593
38 700 970
18 559 -531
52 393 593
165 807 -454
759 848 400
424 90 -383
81 195 104
585 676 -167
590 605 -706
145 522 -546
400 505 837
514 372 -145
4 884 -400
674 16 473
606 330 586
206 329 702
888 847 -123
451 705 502
753 217 902
259 432 -655
428 148 -836
461 422 -274
631 644 -749
678 500 -321
490 501 625
72 485 -738
609 101 -980
411 503 -183
363 681 772
155 661 -81
652 417 -468
109 333 -924
284 794 -29
233 586 -918
469 321 -46
15 827 344
524 197 -415
535 838 -270
372 412 760
639 650 -957
755 733 -94
508 607 -11
880 254 -869
485 536 -894
160 126 -554
29 502 -599
98 388 -55
382 403 -436
911 306 607
857 665 -200
59 881 142
668 51 -535
379 207 -805
367 738 -402
599 539 10
738 100 301
596 209 6
710 767 617
241 170 -238
891 151 -594
754 386 -492
643 908 218
261 914 163
223 161 -90
738 601 -747
791 323 -482
402 28 296
169 808 570
800 700 -68
625 325 401
828 5 -396
34 379 143
471 655 -857
717 122 89
906 440 57
725 379 -967
320 8 431
784 593 -132
855 409 159
860 26 -956
32 14 -941
891 399 -696
573 723 991
620 43 83
788 662 -748
750 331 521
274 689 -159
665 286 -337
891 376 704
890 589 -83
255 679 143
343 524 -504
861 788 -430
329 301 -254
838 418 -994
193 25 -887
118 139 119
614 456 -640
703 317 503
689 901 -297
577 878 412
79 200 -534
783 661 207
44 868 -996
279 512 -114
189 265 -350
684 323 -942
365 60 180
904 588 -87
704 722 923
332 14 685
561 307 -620
459 403 -472
91 848 158
505 784 -304
823 10 -511
475 120 206
153 486 849
50 611 -426
15 391 698
878 565 -8
593 208 25
121 296 192
177 134 218
542 11 -315
73 825 829
670 826 702
827 96 879
807 320 895
459 180 -793
9 758 428
58 126 -427
524 384 699
49 813 -30
790 448 -549
630 760 -414
124 60 951
788 765 -629
696 654 176
411 273 -765
832 141 -611
692 16 500
356 558 -121
361 767 -729
221 652 -365
323 370 925
559 509 -703
175 840 852
7 595 255
912 128 830
816 683 -515
717 611 747
48 314 -853
689 56 749
80 339 -646
186 598 -152
237 641 -733
385 216 -47
610 761 684
540 213 -754
641 721 124
770 678 -728
160 490 -650
42 247 -274
506 15 103
725 108 -792
30 22 -796
908 572 929
227 859 296
471 747 -961
16 854 182
31 419 -861
886 313 653
527 686 -15
745 396 670
596 854 -894
812 907 -105
390 423 -124
342 672 463
187 64 -68
683 507 -694
214 620 123
111 465 976
689 367 642
431 516 520
596 33 135
304 233 -633
491 75 884
39 779 453
240 803 349
61 609 -767
674 1 -76
270 406 123
327 144 -137
863 662 -198
20 537 -424
657 598 -990
539 616 874
811 599 386
800 841 710
871 444 797
880 395 870
230 788 774
35 430 -420
739 542 727
645 344 873
190 389 -478
854 309 -657
897 307 127
785 428 617
101 268 108
521 881 -795
237 614 401
751 180 -738
185 736 -194
77 439 -300
699 225 -58
267 146 370
411 212 610
254 114 -278
628 595 -308
298 670 -1000
900 882 883
441 765 -410
555 220 982
429 788 893
760 182 169
828 779 -672
272 774 -129
614 352 -690
860 83 256
323 74 975
401 761 112
465 128 608
870 190 -281
410 334 -178
387 746 -503
542 104 632
440 571 258
584 722 -797
764 109 -752
83 108 -78
483 399 369
442 917 -24
244 448 -846
252 277 540
518 788 639
198 743 -949
209 246 384
639 549 591
767 72 424
317 814 -629
594 137 -474
142 61 25
358 502 -459
756 336 294
298 650 -328
254 846 -813
844 758 -874
482 838 -318
102 267 -436
10 593 -121
877 459 -738
384 206 -907
707 467 838
723 258 -840
569 96 -887
703 718 306
447 607 -878
410 215 614
123 733 -437
859 788 -811
752 412 -801
578 793 87
543 285 -289
412 635 -359
85 343 -814
632 815 500
455 752 947
25 8 412
381 333 -461
193 239 -854
216 913 -569
199 655 -318
82 249 757
371 142 451
13 629 971
745 412 791
203 705 -837
304 324 -511
895 642 -651
521 603 959
799 157 259
843 174 141
243 40 -929
635 713 373
119 473 -740
571 140 -519
852 663 742
99 643 -550
338 664 -537
104 645 -431
471 96 374
362 615 -127
170 388 499
256 787 -70
260 252 -688
161 276 712
445 97 -44
629 552 -415
171 301 39
383 90 247
694 454 492
666 889 -768
12 215 710
638 486 976
564 299 -769
563 515 41
420 499 477
184 518 744
295 366 -704
116 155 816
189 906 -456
343 111 -803
830 474 575
641 394 -913
106 617 490
573 748 626
445 40 -45
510 898 963
771 658 435
695 140 -341
841 643 514
288 245 -296
845 548 -193
886 316 475
146 536 -123
732 112 -372
552 634 -445
315 387 593
686 619 -633
243 389 357
702 628 856
466 89 -787
357 574 548
159 142 640
747 733 526
331 332 564
352 111 917
291 780 438
89 319 730
722 179 980
46 531 790
337 510 185
881 802 -230
179 808 -853
741 313 860
389 332 663
10 534 653
237 890 161
652 761 376
186 525 985
247 22 917
369 320 252
614 4 41
681 209 387
732 47 955
552 505 -136
642 241 793
837 798 -202
144 544 -24
895 328 -985
500 872 345
762 644 392
381 494 -623
52 66 267
120 837 -904
807 112 269
753 857 -850
